metrics_streamer_audio_jitter_count,metrics_streamer_audio_jitter_stddev,metrics_streamer_audio_jitter_min,metrics_streamer_audio_jitter_max,metrics_streamer_audio_jitter_sum,metrics_streamer_audio_jitter_999%,metrics_streamer_audio_jitter_99%,metrics_streamer_audio_jitter_median,metrics_streamer_audio_jitter_75%,metrics_streamer_audio_jitter_95%,metrics_streamer_audio_jitter_mean,metrics_streamer_audio_pkt_total_count,metrics_streamer_audio_bytes_sent_count,metrics_streamer_audio_rtt_count,metrics_streamer_audio_rtt_stddev,metrics_streamer_audio_rtt_min,metrics_streamer_audio_rtt_max,metrics_streamer_audio_rtt_sum,metrics_streamer_audio_rtt_999%,metrics_streamer_audio_rtt_99%,metrics_streamer_audio_rtt_median,metrics_streamer_audio_rtt_75%,metrics_streamer_audio_rtt_95%,metrics_streamer_audio_rtt_mean,metrics_streamer_audio_bitrate_count,metrics_streamer_audio_bitrate_stddev,metrics_streamer_audio_bitrate_min,metrics_streamer_audio_bitrate_max,metrics_streamer_audio_bitrate_sum,metrics_streamer_audio_bitrate_999%,metrics_streamer_audio_bitrate_99%,metrics_streamer_audio_bitrate_median,metrics_streamer_audio_bitrate_75%,metrics_streamer_audio_bitrate_95%,metrics_streamer_audio_bitrate_mean,metrics_streamer_video_jitter_count,metrics_streamer_video_jitter_stddev,metrics_streamer_video_jitter_min,metrics_streamer_video_jitter_max,metrics_streamer_video_jitter_sum,metrics_streamer_video_jitter_999%,metrics_streamer_video_jitter_99%,metrics_streamer_video_jitter_median,metrics_streamer_video_jitter_75%,metrics_streamer_video_jitter_95%,metrics_streamer_video_jitter_mean,metrics_streamer_video_pkt_total_count,metrics_streamer_video_bytes_sent_count,metrics_streamer_video_frames_count,metrics_streamer_video_rtt_count,metrics_streamer_video_rtt_stddev,metrics_streamer_video_rtt_min,metrics_streamer_video_rtt_max,metrics_streamer_video_rtt_sum,metrics_streamer_video_rtt_999%,metrics_streamer_video_rtt_99%,metrics_streamer_video_rtt_median,metrics_streamer_video_rtt_75%,metrics_streamer_video_rtt_95%,metrics_streamer_video_rtt_mean,metrics_streamer_video_adapt_count,metrics_streamer_video_adapt_stddev,metrics_streamer_video_adapt_min,metrics_streamer_video_adapt_max,metrics_streamer_video_adapt_sum,metrics_streamer_video_adapt_999%,metrics_streamer_video_adapt_99%,metrics_streamer_video_adapt_median,metrics_streamer_video_adapt_75%,metrics_streamer_video_adapt_95%,metrics_streamer_video_adapt_mean,metrics_streamer_video_encode_count,metrics_streamer_video_encode_stddev,metrics_streamer_video_encode_min,metrics_streamer_video_encode_max,metrics_streamer_video_encode_sum,metrics_streamer_video_encode_999%,metrics_streamer_video_encode_99%,metrics_streamer_video_encode_median,metrics_streamer_video_encode_75%,metrics_streamer_video_encode_95%,metrics_streamer_video_encode_mean,metrics_streamer_video_grab_count,metrics_streamer_video_grab_stddev,metrics_streamer_video_grab_min,metrics_streamer_video_grab_max,metrics_streamer_video_grab_sum,metrics_streamer_video_grab_999%,metrics_streamer_video_grab_99%,metrics_streamer_video_grab_median,metrics_streamer_video_grab_75%,metrics_streamer_video_grab_95%,metrics_streamer_video_grab_mean,metrics_streamer_video_bitrate_count,metrics_streamer_video_bitrate_stddev,metrics_streamer_video_bitrate_min,metrics_streamer_video_bitrate_max,metrics_streamer_video_bitrate_sum,metrics_streamer_video_bitrate_999%,metrics_streamer_video_bitrate_99%,metrics_streamer_video_bitrate_median,metrics_streamer_video_bitrate_75%,metrics_streamer_video_bitrate_95%,metrics_streamer_video_bitrate_mean,metrics_streamer_audio_encode_count,metrics_streamer_audio_encode_stddev,metrics_streamer_audio_encode_min,metrics_streamer_audio_encode_max,metrics_streamer_audio_encode_sum,metrics_streamer_audio_encode_999%,metrics_streamer_audio_encode_99%,metrics_streamer_audio_encode_median,metrics_streamer_audio_encode_75%,metrics_streamer_audio_encode_95%,metrics_streamer_audio_encode_mean,metrics_streamer_audio_frames_count,metrics_streamer_audio_grab_count,metrics_streamer_audio_grab_stddev,metrics_streamer_audio_grab_min,metrics_streamer_audio_grab_max,metrics_streamer_audio_grab_sum,metrics_streamer_audio_grab_999%,metrics_streamer_audio_grab_99%,metrics_streamer_audio_grab_median,metrics_streamer_audio_grab_75%,metrics_streamer_audio_grab_95%,metrics_streamer_audio_grab_mean,metrics_streamer_audio_adapt_count,metrics_streamer_audio_adapt_stddev,metrics_streamer_audio_adapt_min,metrics_streamer_audio_adapt_max,metrics_streamer_audio_adapt_sum,metrics_streamer_audio_adapt_999%,metrics_streamer_audio_adapt_99%,metrics_streamer_audio_adapt_median,metrics_streamer_audio_adapt_75%,metrics_streamer_audio_adapt_95%,metrics_streamer_audio_adapt_mean,metrics_client_audio_latency_count,metrics_client_audio_latency_stddev,metrics_client_audio_latency_min,metrics_client_audio_latency_max,metrics_client_audio_latency_sum,metrics_client_audio_latency_999%,metrics_client_audio_latency_99%,metrics_client_audio_latency_median,metrics_client_audio_latency_75%,metrics_client_audio_latency_95%,metrics_client_audio_latency_mean,metrics_client_audio_jitter_count,metrics_client_audio_jitter_stddev,metrics_client_audio_jitter_min,metrics_client_audio_jitter_max,metrics_client_audio_jitter_sum,metrics_client_audio_jitter_999%,metrics_client_audio_jitter_99%,metrics_client_audio_jitter_median,metrics_client_audio_jitter_75%,metrics_client_audio_jitter_95%,metrics_client_audio_jitter_mean,metrics_client_audio_pkt_total_count,metrics_client_audio_receive_interval_count,metrics_client_audio_receive_interval_stddev,metrics_client_audio_receive_interval_min,metrics_client_audio_receive_interval_max,metrics_client_audio_receive_interval_sum,metrics_client_audio_receive_interval_999%,metrics_client_audio_receive_interval_99%,metrics_client_audio_receive_interval_median,metrics_client_audio_receive_interval_75%,metrics_client_audio_receive_interval_95%,metrics_client_audio_receive_interval_mean,metrics_client_audio_decoding_count,metrics_client_audio_decoding_stddev,metrics_client_audio_decoding_min,metrics_client_audio_decoding_max,metrics_client_audio_decoding_sum,metrics_client_audio_decoding_999%,metrics_client_audio_decoding_99%,metrics_client_audio_decoding_median,metrics_client_audio_decoding_75%,metrics_client_audio_decoding_95%,metrics_client_audio_decoding_mean,metrics_client_audio_rendering_count,metrics_client_audio_rendering_stddev,metrics_client_audio_rendering_min,metrics_client_audio_rendering_max,metrics_client_audio_rendering_sum,metrics_client_audio_rendering_999%,metrics_client_audio_rendering_99%,metrics_client_audio_rendering_median,metrics_client_audio_rendering_75%,metrics_client_audio_rendering_95%,metrics_client_audio_rendering_mean,metrics_client_audio_rate_count,metrics_client_audio_rate_stddev,metrics_client_audio_rate_min,metrics_client_audio_rate_max,metrics_client_audio_rate_sum,metrics_client_audio_rate_999%,metrics_client_audio_rate_99%,metrics_client_audio_rate_median,metrics_client_audio_rate_75%,metrics_client_audio_rate_95%,metrics_client_audio_rate_mean,metrics_client_audio_bytes_rcv_count,metrics_client_audio_pkt_lost_count,metrics_client_audio_bitrate_count,metrics_client_audio_bitrate_stddev,metrics_client_audio_bitrate_min,metrics_client_audio_bitrate_max,metrics_client_audio_bitrate_sum,metrics_client_audio_bitrate_999%,metrics_client_audio_bitrate_99%,metrics_client_audio_bitrate_median,metrics_client_audio_bitrate_75%,metrics_client_audio_bitrate_95%,metrics_client_audio_bitrate_mean,metrics_client_video_latency_count,metrics_client_video_latency_stddev,metrics_client_video_latency_min,metrics_client_video_latency_max,metrics_client_video_latency_sum,metrics_client_video_latency_999%,metrics_client_video_latency_99%,metrics_client_video_latency_median,metrics_client_video_latency_75%,metrics_client_video_latency_95%,metrics_client_video_latency_mean,metrics_client_video_jitter_count,metrics_client_video_jitter_stddev,metrics_client_video_jitter_min,metrics_client_video_jitter_max,metrics_client_video_jitter_sum,metrics_client_video_jitter_999%,metrics_client_video_jitter_99%,metrics_client_video_jitter_median,metrics_client_video_jitter_75%,metrics_client_video_jitter_95%,metrics_client_video_jitter_mean,metrics_client_video_pkt_total_count,metrics_client_video_receive_interval_count,metrics_client_video_receive_interval_stddev,metrics_client_video_receive_interval_min,metrics_client_video_receive_interval_max,metrics_client_video_receive_interval_sum,metrics_client_video_receive_interval_999%,metrics_client_video_receive_interval_99%,metrics_client_video_receive_interval_median,metrics_client_video_receive_interval_75%,metrics_client_video_receive_interval_95%,metrics_client_video_receive_interval_mean,metrics_client_video_decoding_count,metrics_client_video_decoding_stddev,metrics_client_video_decoding_min,metrics_client_video_decoding_max,metrics_client_video_decoding_sum,metrics_client_video_decoding_999%,metrics_client_video_decoding_99%,metrics_client_video_decoding_median,metrics_client_video_decoding_75%,metrics_client_video_decoding_95%,metrics_client_video_decoding_mean,metrics_client_video_rendering_count,metrics_client_video_rendering_stddev,metrics_client_video_rendering_min,metrics_client_video_rendering_max,metrics_client_video_rendering_sum,metrics_client_video_rendering_999%,metrics_client_video_rendering_99%,metrics_client_video_rendering_median,metrics_client_video_rendering_75%,metrics_client_video_rendering_95%,metrics_client_video_rendering_mean,metrics_client_video_rate_count,metrics_client_video_rate_stddev,metrics_client_video_rate_min,metrics_client_video_rate_max,metrics_client_video_rate_sum,metrics_client_video_rate_999%,metrics_client_video_rate_99%,metrics_client_video_rate_median,metrics_client_video_rate_75%,metrics_client_video_rate_95%,metrics_client_video_rate_mean,metrics_client_video_bytes_rcv_count,metrics_client_video_pkt_lost_count,metrics_client_video_bitrate_count,metrics_client_video_bitrate_stddev,metrics_client_video_bitrate_min,metrics_client_video_bitrate_max,metrics_client_video_bitrate_sum,metrics_client_video_bitrate_999%,metrics_client_video_bitrate_99%,metrics_client_video_bitrate_median,metrics_client_video_bitrate_75%,metrics_client_video_bitrate_95%,metrics_client_video_bitrate_mean,speedtest_bandwidth,speedtest_icmp_latency,running_at_$date,stop_kind,status,user_exit,client,no error,other,server,streamer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.649593251,1.068788569,0,,cancelled,0,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8049,,,,,,,,,,,,26,0,0,0,0,0,0,0,0,0,0,26,0.266469355,0,0,102,4,4,4,4,4,3.923076923,26,15.96153846,0,0,83,83,83,0,0,53.95,3.192307692,,,,,,,,,,,,26,0,0,0,0,0,0,0,0,0,0,12064,26,6.103641362,0,0,396,45,45,14,15,34.85,15.23076923,26,0,0,0,0,0,0,0,0,0,0,13,44262.17594,18940,179498,846783,179498,179498,54937,90654.5,179498,65137.15385,13,105.1040623,35,426,3048,426,426,199,315,426,234.4615385,13498,13,472889828.7,14,1774650013,1774650718,1774650013,1774650013,50,101,1774650013,136511593.7,13,612.9154599,-449,1831,9449,1831,1831,584,1126.5,1831,726.8461538,13,3180.368179,-3106,9935,23656,9935,9935,417,3090,9935,1819.692308,13,14717.2728,0,64150,251467,64150,64150,17898,21376.5,64150,19343.61538,0,2,13,23.47956432,16,113,503,113,113,36,40.5,113,38.69230769,13,12564.81507,51774,87864,874037,87864,87864,66906,78592.5,87864,67233.61538,13,456.7481017,121,1934,13433,1934,1934,943,1332,1934,1033.307692,30011,13,7.32382E+11,33596,2.75E+12,2.75E+12,5.599247815,5.623984066,96251,-0.168545281,5.909923082,2.1142E+11,13,2465.367944,21658,30898,346336,30898,30898,25874,29238,30898,26641.23077,13,406.0247172,3426,4816,49921,4816,4816,3787,4022,4816,3840.076923,13,6.557889688,0,30,138,30,30,10,11.5,30,10.61538462,0,2,13,177.0402622,200,925,4807,925,925,349,393.5,925,369.7692308,-0.79230395,2.529121568,1,client_disc,ended,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.806923186,1.905047637,1,conn_to,error,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,3,0.471404521,0,0,10,4,4,3,4,4,3.333333333,3,30.64129385,0,0,65,65,65,0,65,65,21.66666667,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,1766,3,16.26857912,0,0,75,48,48,14,48,48,25,3,0,0,0,0,0,0,0,0,0,0,1,0,30493,30493,30493,30493,30493,30493,30493,30493,30493,1,0,97,97,97,97,97,97,97,97,97,1733,1,0,879128493,879128493,879128493,879128493,879128493,879128493,879128493,879128493,879128493,1,0,628,628,628,628,628,628,628,628,628,1,0,2783,2783,2783,2783,2783,2783,2783,2783,2783,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,44,44,44,44,44,44,44,44,44,1,0,135255,135255,135255,135255,135255,135255,135255,135255,135255,1,0,391,391,391,391,391,391,391,391,391,3263,1,0,1.40E+12,1.40E+12,1.40E+12,2.737979514,2.752476144,1.40E+12,4.139050074,2.912566603,1.40E+12,1,0,25281,25281,25281,25281,25281,25281,25281,25281,25281,1,0,4309,4309,4309,4309,4309,4309,4309,4309,4309,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,504,504,504,504,504,504,504,504,504,-0.79230395,2.529121568,1,client_disc,ended,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,1,0,0,0,218,218,218,218,218,218,218,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464064313,,1,client_disc,ended,1,0,1,0,0,0
2,12.5,87,112,199,112,112,99.5,112,112,99.5,2743,563,2,2,36,40,76,40,40,38,40,40,38,2,39.5,35,114,149,114,114,74.5,114,114,74.5,2,38.5,463,540,1003,540,540,501.5,540,540,501.5,10815,12395,3557,2,155,41,351,392,-0.007887212,-0.007886384,196,-0.007878995,-0.007883325,196,3,0,0,0,15,5,5,5,5,5,5,3,0.471404521,0,0,10,4,4,3,4,4,3.333333333,3,2.160246899,0,0,15,7,7,6,7,7,5,2,577.5,1073,2228,3301,-0.00788592,-0.00788592,1650.5,-0.007885319,-0.00788592,1650.5,3,0,0,0,0,0,0,0,0,0,0,3005,3,1.699673171,0,0,7,4,4,3,4,4,2.333333333,3,0,0,0,0,0,0,0,0,0,0,1,0,37227,37227,37227,37227,37227,37227,37227,37227,37227,1,0,6,6,6,6,6,6,6,6,6,2990,1,0,509247778,509247778,509247778,509247778,509247778,509247778,509247778,509247778,509247778,1,0,395,395,395,395,395,395,395,395,395,1,0,535,535,535,535,535,535,535,535,535,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,78,78,78,78,78,78,78,78,1,0,10859201,10859201,10859201,10859201,10859201,10859201,10859201,10859201,10859201,1,0,10,10,10,10,10,10,10,10,10,10725,1,0,4.30006E+11,4.30006E+11,4.30006E+11,0.667472468,0.674559375,4.30006E+11,1.151347615,0.743581714,4.30006E+11,1,0,10251,10251,10251,10251,10251,10251,10251,10251,10251,1,0,23932,23932,23932,23932,23932,23932,23932,23932,23932,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1605,1605,1605,1605,1605,1605,1605,1605,1605,0.464064313,,1,client_disc,ended,1,0,1,0,0,0
16,42.44978651,91,244,2310,244,244,126.5,176.5,244,144.375,23986,7031,16,3.040739014,33,43,585,43,43,35,38.75,43,36.5625,16,23.07790813,51,138,1867,138,138,124.5,130.75,138,116.6875,14,225.500939,225,881,6544,881,881,363,716.75,881,467.4285714,45231,55096,14477,14,22.50544152,32,124,617,-0.00789548,-0.007894653,39,-0.007890232,-0.007891594,44.07142857,17,2.403860793,0,0,93,15,15,5,5,15,5.470588235,17,2.287320247,0,0,69,13,13,4,4,13,4.058823529,17,2.770332197,0,0,156,12,12,11,12,12,9.176470588,14,262.9296969,601,1509,14675,-0.00788592,-0.00788592,1076,-0.007885546,-0.00788592,1048.214286,17,0,0,0,0,0,0,0,0,0,0,24023,17,1.647058824,0,0,112,7,7,7,7,7,6.588235294,17,0,0,0,0,0,0,0,0,0,0,8,4321.028842,458,14062,51816,14062,14062,5554.5,10874.5,14062,6477,8,1.5,2,7,32,7,7,3.5,5,7,4,23989,8,168530618.6,4,509588696,509588727,509588696,509588696,4.5,5,509588696,63698590.88,8,115.1769698,13,394,1259,394,394,118,250,394,157.375,8,3302.752564,5,9530,37840,9530,9530,4757,8100.75,9530,4730,8,31615.84024,0,96405,668787,96405,96405,95942.5,96062.5,96405,83598.375,0,0,8,14.0512455,87,125,934,125,125,125,125,125,116.75,8,430657.8842,137168,1463192,5468595,1463192,1463192,654106,1021575.25,1463192,683574.375,8,4.023369235,12,23,146,23,23,20,21.75,23,18.25,54881,8,2.78215E+11,13609,8.41244E+11,8.41244E+11,1.54224836,1.552465827,13894,-0.168545711,1.65996386,1.05155E+11,8,2033.496615,2743,9708,35307,9708,9708,3862.5,3900.75,9708,4413.375,8,4585.676898,9537,23913,95271,23913,23913,10036,11445.25,23913,11908.875,8,23.85077305,0,75,503,75,75,72,73,75,62.875,0,0,8,252.5973822,657,1388,8942,1388,1388,1191.5,1349.25,1388,1117.75,0.464064313,,1,client_disc,ended,1,0,1,0,0,0
12,376.3786786,92,1286,5351,1286,1286,346,719.25,1286,445.9166667,16131,4789,12,128.635035,33,511,1918,511,511,131.5,219.25,511,159.8333333,12,25.4225403,41,135,1262,135,135,116.5,124.75,135,105.1666667,12,2911.000196,443,8763,30754,8763,8763,732,3936.25,8763,2562.833333,87198,111203,15874,12,299.2358207,30,1079,3149,-0.007860694,-0.007859866,155.5,-0.007878312,-0.007856807,262.4166667,13,1.240347346,0,0,65,9,9,5,5,9,5,13,2.728330439,0,0,48,13,13,3,3,13,3.692307692,13,2.380890391,0,0,80,14,14,6,6,14,6.153846154,12,1308.006209,336,4801,29471,-0.00788592,-0.00788592,2538,-0.007884966,-0.00788592,2455.916667,13,1.06587742,0,0,4,4,4,0,0,4,0.307692308,15962,13,0,0,0,0,0,0,0,0,0,0,13,1.865285485,0,0,7,7,7,0,0,7,0.538461538,6,21049.33243,2961,63838,132856,63838,63838,14537.5,40048,63838,22142.66667,6,533533.4968,16,1431651,1431803,1431651,1431651,26,357960.75,1431651,238633.8333,15864,6,250976807.5,4,673441450,673441486,673441450,673441450,8.5,168360370,673441450,112240247.7,6,154.4985617,-65,427,1019,427,427,164.5,307.75,427,169.8333333,6,3630.241058,-5307,6479,9467,6479,6479,2090.5,4482.5,6479,1577.833333,6,53015.65123,0,171801,392317,171801,171801,58699.5,94926,171801,65386.16667,0,0,6,20.05547861,64,125,622,125,125,106.5,122.75,125,103.6666667,6,3310684.272,-91903,9802672,17829696,9802672,9802672,1722262.5,5478138.25,9802672,2971616,6,58.71021111,6,190,398,190,190,53.5,97,190,66.33333333,86543,6,3.42875E+11,4311,9.20031E+11,9.20031E+11,1.709842809,1.720660047,9355.5,0.53745778,1.835529468,1.53338E+11,6,5679.535097,4069,20960,59151,20960,20960,8149.5,14755.25,20960,9858.5,6,1046.646019,984,4043,10586,4043,4043,1397.5,2253.5,4043,1764.333333,6,66.79508465,0,217,531,217,217,86.5,128.5,217,88.5,0,0,6,916.3790003,1007,4090,14701,4090,4090,2410.5,3042.25,4090,2450.166667,-0.808901516,0.107714715,1,client_disc,ended,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815159651,-0.453951823,1,conn_to,error,0,1,0,0,0,0
1,0,125,125,125,125,125,125,125,125,125,1440,288,1,0,38,38,38,38,38,38,38,38,38,1,0,76,76,76,76,76,76,76,76,76,1,0,390,390,390,390,390,390,390,390,390,8414,10441,1793,1,0,32,32,32,-0.007898831,-0.007898004,32,-0.007890614,-0.007894945,32,2,1.5,0,0,13,8,8,6.5,8,8,6.5,2,4.5,0,0,15,12,12,7.5,12,12,7.5,2,2.5,0,0,7,6,6,3.5,6,6,3.5,1,0,2781,2781,2781,-0.00788592,-0.00788592,2781,-0.007885186,-0.00788592,2781,2,1.5,0,0,3,3,3,1.5,3,3,1.5,1504,2,1.5,0,0,3,3,3,1.5,3,3,1.5,2,0.5,0,0,1,1,1,0.5,1,1,0.5,1,0,19030,19030,19030,19030,19030,19030,19030,19030,19030,1,0,9,9,9,9,9,9,9,9,9,2956,1,0,515105396,515105396,515105396,515105396,515105396,515105396,515105396,515105396,515105396,1,0,373,373,373,373,373,373,373,373,373,1,0,607,607,607,607,607,607,607,607,607,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,95,95,95,95,95,95,95,95,1,0,4621176,4621176,4621176,4621176,4621176,4621176,4621176,4621176,4621176,1,0,16,16,16,16,16,16,16,16,16,20065,1,0,4.26513E+11,4.26513E+11,4.26513E+11,0.660042553,0.667102871,4.26513E+11,1.140626389,0.735798416,4.26513E+11,1,0,18035,18035,18035,18035,18035,18035,18035,18035,18035,1,0,2964,2964,2964,2964,2964,2964,2964,2964,2964,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3383,3383,3383,3383,3383,3383,3383,3383,3383,-0.808901516,0.107714715,1,client_disc,ended,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,277,277,277,277,277,277,277,,,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464064313,,1,client_disc,ended,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,314,314,314,314,314,314,314,,,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464064313,,1,client_disc,ended,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464064313,,0,,error,0,0,0,0,1,0
5,23.03562458,98,163,623,163,163,119,149.5,163,124.6,7272,1978,5,2.993325909,31,39,184,39,39,38,39,39,36.8,5,11.196428,86,118,524,118,118,110,114.5,118,104.8,5,8.163332653,463,484,2367,484,484,469,483,484,473.4,62951,82261,9334,5,3.709447398,32,43,189,-0.007898431,-0.007897604,38,-0.007890268,-0.007894544,37.8,6,0.745355993,0,0,10,2,2,2,2,2,1.666666667,6,0.745355993,0,0,8,2,2,1.5,2,2,1.333333333,6,84.67322809,0,0,238,229,229,2,58.75,229,39.66666667,5,737.9998916,3054,5234,21878,-0.00788592,-0.00788592,4526,-0.007884647,-0.00788592,4375.6,6,0,0,0,0,0,0,0,0,0,0,7500,6,0,0,0,0,0,0,0,0,0,0,6,0.745355993,0,0,2,2,2,0,0.5,2,0.333333333,3,7230.461043,7506,25177,47995,25177,25177,15312,25177,25177,15998.33333,3,1.414213562,2,5,12,5,5,5,5,5,4,8980,3,240061887,4,509248169,509248178,509248169,509248169,5,509248169,509248169,169749392.7,3,174.225907,-32,392,498,392,392,138,392,392,166,3,349.3145669,-300,541,498,541,541,257,541,541,166,3,40484.99787,0,87079,171711,87079,87079,84632,87079,87079,57237,0,0,3,9.877021593,101,124,331,124,124,106,124,124,110.3333333,3,1750642.919,3861990,7930611,16515820,7930611,7930611,4723219,7930611,7930611,5505273.333,3,2.828427125,0,6,12,6,6,6,6,6,4,72191,3,1.92849E+11,3111,4.09095E+11,4.09095E+11,0.622991533,0.629919256,3457,1.087162468,0.696985168,1.36365E+11,3,3066.778585,2644,10052,17965,10052,10052,5269,10052,10052,5988.333333,3,4598.264189,4149,14824,25348,14824,14824,6375,14824,14824,8449.333333,3,48.55466564,0,117,194,117,117,77,117,117,64.66666667,0,0,3,228.9895679,3839,4386,12445,4386,4386,4220,4386,4386,4148.333333,0.464064313,,1,client_disc,ended,1,0,1,0,0,0
